"Type","Comet","Obs date","Extinction","Meth","Comet vis","Mag","Conditions","Ref cat","Inst T","App","Inst F","Inst P","Coma vis","Coma","Coma notes","DC","Tail vis","Tail","Tail unit","PA","User","Association","Country","Location","Comment","Sky quality","Sky quality method","Reference stars"
"VIS","C/2023 A3","2024-05-25 22:05","","S","","10.0","","TK","L","20.0","4","42","","2.00'","","6.0","","","","","SCH04","Dutch Comet Section","Netherlands","Eerbeek","grey night; altitude sun -14 degrees; altitude comet 31 degrees","5.7","NELM","TYC 0281-0071-1, TYC 0284-0270-1, TYC 0281-0044-1"
"VIS","C/2023 A3","2024-06-14 21:30","","S","","10.8","","TK","B","8.0","","20","","2.20'","","5.0","","0.15°","°","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-06-24 21:50","","S","","10.3","","TK","T","20.3","10","77","","1.50'","","6.5","","0.15°","°","110°","GON05","International Comet Quarterly","Spain","","[ Astronomical twilight. Altitude: 22 deg.].","","",""
"VIS","C/2023 A3","2024-06-23 20:42","","S","","10.1","","TK","B","8.0","","20","","3.00'","","","","14.00'","'","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-06-25 21:00","","S","","10.0","","TK","B","8.0","","20","","2.00'","","5.0","","12.00'","'","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-05-17 21:07","","S","","9.8","","TK","T","23.5","10","112","","2.20'","","4.5","","","","","SCH19","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-06-18 21:43","","S","","10.8","","TK","B","8.0","","20","","2.00'","","5.0","","11.00'","'","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-05-04 21:21","","S","","10.2","","TK","T","23.5","10","112","","3.00'","","6.5","","0.13°","°","100°","SCH19","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-05-07 21:21","","S","","10.0","","TK","T","23.5","10","112","","1.50'","","4.5","","0.16°","°","110°","SCH19","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-06-28 20:17","","S","","10.0","","TK","B","8.0","","20","","3.00'","","6.0","","10.00'","'","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-03-05 01:00","","S","","12.4","","BG","L","30.0","5","150","","0.50'","","5.0","","","","","KWI","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-06-29 22:15","","S","","9.8","","TI","B","10.0","","25","","3.00'","","4.0","","","","","COR02","","Spain","Vega de San Mateo Gran Canaria","","20.7","SQM-L","TYC 0267-0053, TYC 0267-1147-1, TYC 0266-0703-1"
"VIS","C/2023 A3","2024-06-29 12:14","s","S","","10.6","","TJ","L","32.0","5","75","","1.60'","","5.0","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-07-01 21:00","","S","","9.8","","TK","B","8.0","","20","","2.00'","","6.5","","0.15°","°","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-05-27 09:30","","S","","10.0","","TT","B","10.0","","25","","2.00'","","6.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria","","","",""
"VIS","C/2023 A3","2024-07-08 21:30","","S","","9.7","","TK","B","8.0","","20","","3.00'","","6.5","","","","","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-07-15 21:30","","S","","10.0","","TK","B","8.0","","20","","2.50'","","6.0","","23.00'","'","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-03-19 18:57","","S","","11.2","","TJ","L","32.0","5","75","","1.10'","","5.5","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-27 19:43","","S","","10.5","","TK","B","8.0","","20","","2.00'","","6.0","","","","","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-07-02 09:15","","S","","9.9","","TT","B","7.0","","15","","2.00'","","6.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria, Australia","","","",""
"VIS","C/2023 A3","2024-07-06 09:10","","S","","9.7","","TT","B","7.0","","15","","2.00'","","5.0","","","","","MAT08","British Astronomical Association","Australia","Swan Hill, Victoria, Australia","","","",""
"VIS","C/2023 A3","2024-06-26 17:55","","S","","10.5","","TI","L","22.1","","72","","1.20'","","3.0","","8.00'","'","100°","HAR11","VdS Fachgruppe Kometen","Germany","Heimat, Namibia","Der Komet stand im hellen Zodiakallicht !","21.2","SQM-L",""
"VIS","C/2023 A3","2024-06-28 19:35","","S","","10.8","","TI","L","22.1","","72","","1.35'","","4.0","","12.00°","°","100°","HAR11","VdS Fachgruppe Kometen","Germany","Heimat, Namibia","Der Komet stand im hellen Zodiakallicht !","21.3","SQM-L",""
"VIS","C/2023 A3","2024-07-03 17:54","","S","","10.2","","TI","L","22.1","","72","","1.80'","","4.0","","14.00'","'","105°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht !","21.2","SQM-L",""
"VIS","C/2023 A3","2024-07-04 18:52","","S","","10.4","","TI","L","22.1","","72","","2.00'","","4.0","","12.00'","'","105°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht !","21.1","SQM-L",""
"VIS","C/2023 A3","2024-07-05 17:52","","S","","10.4","","TI","L","22.1","","72","","1.50'","","4.0","","12.00'","'","100°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht !","21.1","SQM-L",""
"VIS","C/2023 A3","2024-07-06 17:54","","S","","10.4","","TI","L","22.1","","72","","1.70'","","4.0","","10.00'","'","100°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht !","21.1","SQM-L",""
"VIS","C/2023 A3","2024-07-07 17:54","","S","","10.0","","TI","L","22.1","","72","","1.70'","","4.0","","12.00'","'","115°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht !","21.2","SQM-L",""
"VIS","C/2023 A3","2024-07-08 17:55","","S","","10.1","","TI","L","22.1","","72","","1.20'","","4.0","","14.00'","'","105°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht ! Mondschein ( 8% beleuchtet )","20.9","SQM-L",""
"VIS","C/2023 A3","2024-07-09 17:51","","S","","10.4","","TI","L","22.1","","72","","1.60'","","4.5","","11.00'","'","110°","HAR11","VdS Fachgruppe Kometen","Germany","Capricorn, Namibia","Der Komet stand im hellen Zodiakallicht ! Mondschein ( 14% beleuchtet )","21.0","SQM-L",""
"VIS","C/2023 A3","2024-03-04 01:26","","S","","12.4","","AV","L","40.7","4","135","","0.80'","","7.0","","0.02°","°","300°","BIV","British Astronomical Association","France","","","","",""
"VIS","C/2023 A3","2024-03-04 01:40","","S","","12.4","","AV","L","40.7","4","72","","0.60'","","7.0","","","","","BIV","British Astronomical Association","France","","","","",""
"VIS","C/2023 A3","2024-03-21 03:21","","S","","11.9","","AV","L","40.7","4","72","","1.20'","","7.0","","","","","BIV","British Astronomical Association","France","","","","",""
"VIS","C/2023 A3","2024-03-21 03:35","","S","","11.9","","AV","L","40.7","4","135","","1.20'","","7.0","","","","","BIV","British Astronomical Association","France","","","","",""
"VIS","C/2023 A3","2024-04-01 14:09","","S","","11.7","","TJ","L","32.0","5","75","","1.20'","","4.0","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-04-04 20:38","","S","","10.9","","AQ","B","10.0","","25","","1.50'","","5.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-09 01:00","","S","","10.8","","U4","L","25.0","5","100","","1.00'","","5.0","","","","","BAN02","","Poland","","","20.8","SQM-L",""
"VIS","C/2023 A3","2024-04-09 14:23","","S","","10.8","","TJ","L","32.0","5","75","","0.70'","","6.0","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-04-10 17:45","","S","","10.8","","TJ","L","32.0","5","75","","1.00'","","6.0","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-04-11 04:33","","S","","10.7","","AU","L","22.0","6","60","","2.50'","","4.0","","","","","GOI","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-04-10 21:11","","S","","10.6","","TI","L","53.1","","113","","2.00'","","4.0","","","","","HAR11","VdS Fachgruppe Kometen","Germany","Jeersdorf f","Schweifansatz sichtbar. Mondschein (6% beleuchtet)","20.6","SQM-L",""
"VIS","C/2023 A3","2024-04-11 01:12","","S","","10.2","","TK","L","25.0","5","40","","1.70'","","4.0","","","","","KUT","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-04-15 01:27","","S","","10.3","","TK","T","25.4","10","96","","2.30'","","7.0","","","","","COL02","British Astronomical Association","United Kingdom","Everton","","19.6","SQM","TYC 4978-0240, TYC 4978-0176"
"VIS","C/2023 A3","2024-04-13 23:06","","S","","10.7","","TK","T","20.0","10","80","","1.50'","","6.0","","","","","LAB02","","Spain","Culla","","21.3","SQM-L",""
"VIS","C/2023 A3","2024-04-17 00:58","","S","","10.3","","TK","L","20.0","4","42","","2.00'","","7.0","","","","","SCH04","Dutch Comet Section","Netherlands","Eerbeek","moonlight; condensed coma","5.7","NELM","TYC 4971-0157-1, TYC 4971-0048-1, TYC 4971-0058-1"
"VIS","C/2023 A3","2024-04-17 17:45","","S","","10.9","","TJ","L","32.0","5","75","","1.20'","","5.5","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-03-08 02:50","","S","","12.2","","AQ","L","25.0","5","139","","0.50'","","5.0","","","","","BAN02","","Poland","","","21.0","SQM-L",""
"VIS","C/2023 A3","2024-05-18 23:01","","S","","9.5","","TK","B","8.0","","20","","2.80'","","5.0","","0.10°","°","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-04-26 21:20","","S","","10.4","","U4","L","25.0","5","71","","1.20'","","5.0","","","","","BAN02","","Poland","","","21.0","SQM-L",""
"VIS","C/2023 A3","2024-03-08 04:19","","S","","12.4","","AV","L","25.4","5","104","","1.00'","","6.0","","","","","MEY","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-04-29 21:23","","S","","10.2",":","TK","B","8.0","","20","&","1.00'","","3.0","","","","","BIE02","Society for Interplanetary Matter","Czech Republic","Czech Republic, Brno","Magnitude and coma diameter are uncertain because of the high clouds interference.","","",""
"VIS","C/2023 A3","2024-04-29 23:23","","S","","10.0","","TK","T","25.4","10","96","","2.90'","","7.0","","","","","COL02","British Astronomical Association","United Kingdom","Everton","","19.6","SQM","TYC 4959-0618, TYC 4959-1129"
"VIS","C/2023 A3","2024-04-30 21:57","","S","","10.8","","TI","L","53.1","","113","","1.20'","","4.5","","3.00'","'","100°","HAR11","VdS Fachgruppe Kometen","Germany","Jeersdorf f","","20.5","SQM-L",""
"VIS","C/2023 A3","2024-05-02 01:26","","S","","10.1","","TK","L","22.0","6","60","","3.00'","","4.0","","","","","GOI","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-04-30 22:47","","S","","10.1","","TK","R","9.0","10","90","","1.00'","","5.0","","","","","AMO01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-02 21:35","","S","","10.1","","TT","B","10.0","","25","","1.60'","","5.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-05-02 12:14","","S","","10.8","","TJ","L","32.0","5","75","","1.80'","","5.5","","3.70'","'","115°","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-02 22:02","","S","","10.6","","TI","L","29.8","4","79","","1.30'","","4.5","","2.50'","'","100°","HAR11","VdS Fachgruppe Kometen","Germany","Jeersdorf","","20.7","SQM-L",""
"VIS","C/2023 A3","2024-03-13 18:57","","S","","11.9","","U3","L","32.0","5","75","","0.60'","","5.5","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-03-08 19:12","","S","","11.8","","U3","L","32.0","5","75","","0.80'","","6.0","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-01-07 06:14","","S","","12.7","","AQ","T","20.3","10","133","","0.80'","","6.0","","","","","GON05","International Comet Quarterly","Spain","","[ Nearby field stars checked in DSS. Slight moonlight interference (phase: 0.21). Limiting star magnitude near comet : 14.1 (AQ)].","","",""
"VIS","C/2023 A3","2024-06-04 20:01","","S","","10.6","","TK","B","8.0","","20","","2.00'","","6.0","","0.08°","°","190°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-05-30 23:16","","S","","9.9","","TT","L","25.0","4","60","","2.00'","d","4.0","","","","","FIL04","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-05-04 11:16","","S","","10.6","","TJ","L","32.0","5","75","","1.20'","","5.5","","4.50'","'","110°","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-06-04 12:00","","S","","10.6","","TJ","B","10.0","","20","","2.00'","","6.0","","","","","YOS02","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-06-02 22:51","","S","","9.3",":","TK","T","25.4","10","96","","3.20'","","5.5","","","","","COL02","British Astronomical Association","United Kingdom","Everton","","19.3","SQM","TYC 0273-0042, TYC 0276-1181"
"VIS","C/2023 A3","2024-06-05 21:50","","S","","9.8","","HD","B","10.0","3","25","","1.00'","","4.0","","","","","COR02","","Spain","Vega de San Mateo Gran Canaria","","20.7","SQM-L","HD 103360, HD 103326, HD 197071, HD 239454"
"VIS","C/2023 A3","2024-07-12 21:31","","S","","10.0","","TK","B","8.0","","20","","2.50'","","6.5","","15.00°","°","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-07-18 21:30","","S","","10.5","","TK","B","8.0","","20","","2.50'","","6.0","","23.00'","'","101°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-06-06 03:50","","S","","10.2","","TK","B","12.5","","30","","1.50'","","5.0","","","","","HER02","ALPO Comet Section","United States","Tanque Verde, Arizona","","19.1","SQM",""
"VIS","C/2023 A3","2024-03-16 19:12","","S","","11.7","","U3","L","32.0","5","75","","1.10'","","5.5","","","","","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-05-28 21:35","","S","","9.8","","TK","R","9.0","10","36","","1.00'","","5.0","","","","","AMO01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-06-06 21:36","","S","","9.7",":","TK","R","9.0","10","36","","2.00'","","5.0","","","","","AMO01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-06-07 21:36","","S","","9.7",":","TK","R","9.0","10","36","","","","","","","","","AMO01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-06-09 21:36","","S","","9.9","","TK","R","9.0","10","36","","1.00'","","7.0","","","","","AMO01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-06-10 21:36","","S","","9.9","","TK","R","9.0","10","36","","1.00'","","4.0","","","","","AMO01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-06-07 03:40","","S","","10.2","","-","L","15.0","8","94","&","1.50'","","5.0","","","","","ZUB","","United States","De Soto, Kansas.","Above listed stars used to determine magnitude per Stellarium Plus.","","","TYC 276-507-1, TYC 276-591-1"
"VIS","C/2023 A3","2024-06-08 19:40","","S","","10.0","","TK","B","8.0","","20","","1.50'","","4.5","","0.07°","°","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-06-08 22:25","","S","","10.2","","TK","L","20.0","4","80","&","2.00'","","5.0","","","","","SCH04","Dutch Comet Section","Netherlands","Eerbeek","altitude comet 19 degrees; altitude sun -13 degrees (grey sky); comet very weakly visible","5.8","NELM","TYC 0275-0039-1, TYC 0275-0145-1"
"VIS","C/2023 A3","2024-06-20 15:21","","S","","10.3","","TK","B","8.0","","20","","3.00'","","7.0","","11.30'","'","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-06-09 22:33","","S","","9.9","","TK","L","22.0","6","60","","4.00'","","4.5","","","","","GOI","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-17 11:31","","S","","10.8","","TJ","L","32.0","5","115","","0.90'","","5.0","","2.40'","'","122°","MIY01","International Comet Quarterly","Japan","","","","",""
"VIS","C/2023 A3","2024-01-20 05:31","","S","","13.2","","TK","L","44.0","5","250","","0.30'","","4.0","","","","","HAS02","VdS Fachgruppe Kometen","Germany","","","","",""
"VIS","C/2023 A3","2024-03-07 02:36","","S","","12.3","","AQ","L","30.5","5","188","","0.60'","","5.0","","","","","KAR02","Svensk AmatorAstronomisk Forening","Sweden","Virsbo, Sweden","","","",""
"VIS","C/2023 A3","2024-07-01 21:49","","S","","10.1","","TK","T","20.0","10","80","","2.00'","","5.0","","10.00°","°","","LAB02","","Spain","Culla","","21.4","SQM-L",""
"VIS","C/2023 A3","2024-07-05 22:30","","S","","10.7","","TK","B","8.0","","20","","2.30'","","6.0","","15.00'","'","100°","GON06","","Italy","Udine, Italy","","","",""
"VIS","C/2023 A3","2024-05-06 22:48","","S","","10.0","","TK","R","9.0","10","90","","1.00'","","5.0","","","","","AMO01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-07 22:48","","S","","10.0","","TK","R","9.0","10","90","","1.00'","","4.0","","","","","AMO01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
